date,title,volume,authors,type,abstract,method,keyword,n_volume
2023-06-22,A simplified method to correct saturation of arterial input function for cardiac magnetic resonance first-pass perfusion imaging: validation with simultaneously acquired PET,"Volume 25, article number 35, (2023)","Ran Li1, Masoud Edalati1, David Muccigrosso1, Jeffrey M. C. Lau2, Richard Laforest1, Pamela K. Woodard1 & …Jie Zheng ORCID: orcid.org/0000-0002-2310-29961 Show authors 2875 Accesses 1 Altmetric ",Technical notes,First-pass perfusion imaging in magnetic resonance imaging (MRI) is an established method to measure myocardial blood flow (MBF). An obstacle for accurate quantification of MBF is the saturation of blood pool signal intensity used for arterial input function (AIF). The objective of this project was to validate a new simplified method for AIF estimation obtained from single-bolus and single sequence perfusion measurements. The reference MBF was measured simultaneously on 13N-ammonia positron emission tomography (PET).,"Sixteen patients with clinically confirmed myocardial ischemia were imaged in a clinical whole-body PET-MRI system. PET perfusion imaging was performed in a 10-min acquisition after the injection of 10 mCi of 13N-ammonia. The MRI perfusion acquisition started simultaneously with the start of the PET acquisition after the injection of a 0.075 mmol/kg gadolinium contrast agent. Cardiac stress imaging was initiated after the administration of regadenoson 20 s prior to PET-MRI scanning. The saturation part of the MRI AIF data was modeled as a gamma variate curve, which was then estimated for a true AIF by minimizing a cost function according to various boundary conditions. A standard AHA 16-segment model was used for comparative analysis of absolute MBF from PET and MRI.",artificial intelligence,25
2023-04-13,Cardiovascular magnetic resonance-derived left atrioventricular coupling index and major adverse cardiac events in patients following acute myocardial infarction,"Volume 25, article number 24, (2023)","Torben Lange ORCID: orcid.org/0000-0003-0505-25821,2, Sören J. Backhaus1,2,3, Alexander Schulz1,2, Ruben Evertz1,2, Johannes T. Kowallick2,4, Boris Bigalke5, Gerd Hasenfuß1,2, Holger Thiele6, Thomas Stiermaier7,8, Ingo Eitel7,8 & …Andreas Schuster ORCID: orcid.org/0000-0003-1508-11251,2 Show authors 4835 Accesses 14 Altmetric ",Research,"Recently, a novel left atrioventricular coupling index (LACI) has been introduced providing prognostic value to predict cardiovascular events beyond common risk factors in patients without cardiovascular disease. Since data on cardiovascular magnetic resonance (CMR)-derived LACI in patients following acute myocardial infarction (AMI) are scarce, we aimed to assess the diagnostic and prognostic implications of LACI in a large AMI patient cohort.","In total, 1046 patients following AMI were included. After primary percutaneous coronary intervention CMR imaging and subsequent functional analyses were performed. LACI was defined by the ratio of the left atrial end-diastolic volume divided by the left ventricular (LV) end-diastolic volume. Major adverse cardiac events (MACE) including death, reinfarction or heart failure within 12 months after the index event were defined as primary clinical endpoint.",artificial intelligence,25
2023-09-18,Age- and sex-specific reference values of biventricular flow components and kinetic energy by 4D flow cardiovascular magnetic resonance in healthy subjects,"Volume 25, article number 50, (2023)","Xiaodan Zhao1, Ru-San Tan1,2,11, Pankaj Garg3, Ping Chai4,5, Shuang Leng1,2, Jennifer Ann Bryant1,2,11, Lynette L. S. Teo4,5, Tee Joo Yeo4,5, Marielle V. Fortier2,6,7, Ting Ting Low4, Ching Ching Ong4,5, Shuo Zhang8, Rob J. Van der Geest9, John C. Allen2, Teng Hong Tan2,6, James W. Yip4,5, Ju Le Tan1,2,11, Marina Hughes3, Sven Plein10, Jos J. M. Westenberg9 & …Liang Zhong1,2 Show authors 2469 Accesses 8 Altmetric ",Research,Advances in four-dimensional flow cardiovascular magnetic resonance (4D flow CMR) have allowed quantification of left ventricular (LV) and right ventricular (RV) blood flow. We aimed to (1) investigate age and sex differences of 4D flow CMR-derived LV and RV relative flow components and kinetic energy (KE) parameters indexed to end-diastolic volume (KEiEDV) in healthy subjects; and (2) assess the effects of age and sex on these parameters.,"We performed 4D flow analysis in 163 healthy participants (42% female; mean age 43 ± 13 years) of a prospective registry study (NCT03217240) who were free of cardiovascular diseases. Relative flow components (direct flow, retained inflow, delayed ejection flow, residual volume) and multiple phasic KEiEDV (global, peak systolic, average systolic, average diastolic, peak E-wave, peak A-wave) for both LV and RV were analysed.",artificial intelligence,25
2022-03-07,Social media to enhance engagement and science dissemination during in-person and virtual medical conferences: the SCMR 2020 and 2021 experiences: a report of the SCMR social media task force,"Volume 24, article number 15, (2022)","Mrinali Shetty1, Niti R. Aggarwal2 na1, Purvi Parwani ORCID: orcid.org/0000-0002-4707-992X3, Chiara Bucciarelli-Ducci4, Juan Lopez-Mattei5, Andrew Choi6 & …Lars Grosse-Wortmann7,8 Show authors 3790 Accesses 3 Altmetric ",Review,NA,NA,artificial intelligence,24
2023-06-19,Magnetic resonance myocardial T1ρ mapping,"Volume 25, article number 34, (2023)","Aurelien Bustin ORCID: orcid.org/0000-0002-2845-86171,2,3, Walter R. T. Witschey4, Ruud B. van Heeswijk ORCID: orcid.org/0000-0001-5028-45213, Hubert Cochet ORCID: orcid.org/0000-0001-7772-53311,2 & …Matthias Stuber ORCID: orcid.org/0000-0001-9843-20281,3,5 Show authors 7956 Accesses 2 Altmetric ",NA,NA,NA,artificial intelligence,25
2022-12-19,Evolution of myocardial oedema and fibrosis in HIV infected persons after the initiation of antiretroviral therapy: a prospective cardiovascular magnetic resonance study,"Volume 24, article number 72, (2022)","Pieter-Paul S. Robbertse ORCID: orcid.org/0000-0001-7454-04461,2, Anton F. Doubell1, Carl J. Lombard3,4, Mohammed A. Talle1,5 & …Philip G. Herbst1 Show authors 3806 Accesses 1 Altmetric ",Research,Human immunodeficiency virus (HIV) infected persons on antiretroviral therapy (ART) have been shown to have functionally and structurally altered ventricles and may be related to cardiovascular inflammation. Mounting evidence suggests that the myocardium of HIV infected individuals may be abnormal before ART is initiated and may represent subclinical HIV-associated cardiomyopathy (HIVAC). The influence of ART on subclinical HIVAC is not known.,"Newly diagnosed, ART naïve persons with HIV infection were enrolled along with HIV uninfected, age- and sex-matched controls. All participants underwent comprehensive cardiovascular assessment, including contrasted cardiovascular magnetic resonance (CMR) with multiparametric mapping on a 1.5T CMR system. The HIV group was started on ART (tenofovir/lamivudine/dolutegravir) and prospectively evaluated 9 months later. Cardiac tissue characterisation was compared in, and between groups using the appropriate statistical tests for the cross sectional data and the paired, prospective data respectively.",artificial intelligence,24
2021-06-10,"Demographic, multi-morbidity and genetic impact on myocardial involvement and its recovery from COVID-19: protocol design of COVID-HEART—a UK, multicentre, observational study","Volume 23, article number 77, (2021)","Miroslawa Gorecka1, Gerry P. McCann2, Colin Berry3, Vanessa M. Ferreira4, James C. Moon5, Christopher A. Miller6, Amedeo Chiribiri7, Sanjay Prasad8, Marc R. Dweck9, Chiara Bucciarelli-Ducci10, Dana Dawson11, Marianna Fontana12, Peter W. Macfarlane13, Alex McConnachie14, Stefan Neubauer4, John P. Greenwood ORCID: orcid.org/0000-0002-2861-09141 on behalf of the COVID-HEART investigatorsShow authors 5809 Accesses 7 Altmetric ",Study protocol,"Although coronavirus disease 2019 (COVID-19) is primarily a respiratory illness, myocardial injury is increasingly reported and associated with adverse outcomes. However, the pathophysiology, extent of myocardial injury and clinical significance remains unclear.","COVID-HEART is a UK, multicentre, prospective, observational, longitudinal cohort study of patients with confirmed COVID-19 and elevated troponin (sex-specific > 99th centile). Baseline assessment will be whilst recovering in-hospital or recently discharged, and include cardiovascular magnetic resonance (CMR) imaging, quality of life (QoL) assessments, electrocardiogram (ECG), serum biomarkers and genetics. Assessment at 6-months includes repeat CMR, QoL assessments and 6-min walk test (6MWT). The CMR protocol includes cine imaging, T1/T2 mapping, aortic distensibility, late gadolinium enhancement (LGE), and adenosine stress myocardial perfusion imaging in selected patients. The main objectives of the study are to: (1) characterise the extent and nature of myocardial involvement in COVID-19 patients with an elevated troponin, (2) assess how cardiac involvement and clinical outcome associate with recognised risk factors for mortality (age, sex, ethnicity and comorbidities) and genetic factors, (3) evaluate if differences in myocardial recovery at 6 months are dependent on demographics, genetics and comorbidities, (4) understand the impact of recovery status at 6 months on patient-reported QoL and functional capacity.",artificial intelligence,23
2022-12-01,Right ventricular energetic biomarkers from 4D Flow CMR are associated with exertional capacity in pulmonary arterial hypertension,"Volume 24, article number 61, (2022)","Xiaodan Zhao1 na1, Shuang Leng1,2 na1, Ru-San Tan1,2 na1, Ping Chai3,4, Tee Joo Yeo3,4, Jennifer Ann Bryant1,2, Lynette L. S. Teo3,4, Marielle V. Fortier2,5,6, Wen Ruan1, Ting Ting Low3, Ching Ching Ong3,4, Shuo Zhang7, Rob J. van der Geest8, John C. Allen2, Marina Hughes9, Pankaj Garg9, Teng Hong Tan2,5, James W. Yip3,4, Ju Le Tan1,2 & …Liang Zhong1,2 Show authors 4266 Accesses 3 Altmetric ",Research,"Cardiovascular magnetic resonance (CMR) offers comprehensive right ventricular (RV) evaluation in pulmonary arterial hypertension (PAH). Emerging four-dimensional (4D) flow CMR allows visualization and quantification of intracardiac flow components and calculation of phasic blood kinetic energy (KE) parameters but it is unknown whether these parameters are associated with cardiopulmonary exercise test (CPET)-assessed exercise capacity, which is a surrogate measure of survival in PAH. We compared 4D flow CMR parameters in PAH with healthy controls, and investigated the association of these parameters with RV remodelling, RV functional and CPET outcomes.","PAH patients and healthy controls from two centers were prospectively enrolled to undergo on-site cine and 4D flow CMR, and CPET within one week. RV remodelling index was calculated as the ratio of RV to left ventricular (LV) end-diastolic volumes (EDV). Phasic (peak systolic, average systolic, and peak E-wave) LV and RV blood flow KE indexed to EDV (KEIEDV) and ventricular LV and RV flow components (direct flow, retained inflow, delayed ejection flow, and residual volume) were calculated. Oxygen uptake (VO2), carbon dioxide production (VCO2) and minute ventilation (VE) were measured and recorded.",artificial intelligence,24
2022-08-22,Rationale and clinical applications of 4D flow cardiovascular magnetic resonance in assessment of valvular heart disease: a comprehensive review,"Volume 24, article number 49, (2022)","Miroslawa Gorecka1, Malenka M. Bissell1, David M. Higgins2, Pankaj Garg3, Sven Plein1 & …John P. Greenwood ORCID: orcid.org/0000-0002-2861-09141 Show authors 7270 Accesses 9 Altmetric ",Review,"Accurate evaluation of valvular pathology is crucial in the timing of surgical intervention. Whilst transthoracic echocardiography is widely available and routinely used in the assessment of valvular heart disease, it is bound by several limitations. Although cardiovascular magnetic resonance (CMR) imaging can overcome many of the challenges encountered by echocardiography, it also has a number of limitations.","4D Flow CMR is a novel technique, which allows time-resolved, 3-dimensional imaging. It enables visualisation and direct quantification of flow and peak velocities of all valves simultaneously in one simple acquisition, without any geometric assumptions. It also has the unique ability to measure advanced haemodynamic parameters such as turbulent kinetic energy, viscous energy loss rate and wall shear stress, which may add further diagnostic and prognostic information. Although 4D Flow CMR acquisition can take 5–10 min, emerging acceleration techniques can significantly reduce scan times, making 4D Flow CMR applicable in contemporary clinical practice.",artificial intelligence,24
2021-06-17,Use of quantitative cardiovascular magnetic resonance myocardial perfusion mapping for characterization of ischemia in patients with left internal mammary coronary artery bypass grafts,"Volume 23, article number 82, (2021)","Andreas Seraphim1,2, Kristopher D. Knott1,2, Anne-Marie Beirne2,3, Joao B. Augusto1,2, Katia Menacho1,2, Jessica Artico2, George Joy2, Rebecca Hughes1,2, Anish N. Bhuva1,2, Ryo Torii4, Hui Xue5, Thomas A. Treibel1,2, Rhodri Davies1,2, James C. Moon1,2, Daniel A. Jones2,3, Peter Kellman5 & …Charlotte Manisty ORCID: orcid.org/0000-0003-0245-70901,2 Show authors 4112 Accesses 5 Altmetric ",Research,"Quantitative myocardial perfusion mapping using cardiovascular magnetic resonance (CMR) is validated for myocardial blood flow (MBF) estimation in native vessel coronary artery disease (CAD). Following coronary artery bypass graft (CABG) surgery, perfusion defects are often detected in territories supplied by the left internal mammary artery (LIMA) graft, but their interpretation and subsequent clinical management is variable.","We assessed myocardial perfusion using quantitative CMR perfusion mapping in 38 patients with prior CABG surgery, all with angiographically-proven patent LIMA grafts to the left anterior descending coronary artery (LAD) and no prior infarction in the LAD territory. Factors potentially determining MBF in the LIMA–LAD myocardial territory, including the impact of delayed contrast arrival through the LIMA graft were evaluated.",artificial intelligence,23
2021-05-20,Comparing cardiovascular magnetic resonance strain software packages by their abilities to discriminate outcomes in patients with heart failure with preserved ejection fraction,"Volume 23, article number 55, (2021)","Ying Zhang1,2 na1, David Mui3 na1, Julio A. Chirinos1, Payman Zamani1, Victor A. Ferrari1, Yucheng Chen4 & …Yuchi Han ORCID: orcid.org/0000-0001-7582-18481 Show authors 6374 Accesses 4 Altmetric ",Research,"Cardiovascular magnetic resonance (CMR) myocardial strain analysis using feature tracking (FT) is an increasingly popular method to assess cardiac function. However, different software packages produce different strain values from the same images and there is little guidance regarding which software package would be the best to use. We explored a framework under which different software packages could be compared and used based on their abilities to differentiate disease from health and differentiate disease severity based on outcome.","To illustrate this concept, we compared 4-chamber left ventricular (LV) peak longitudinal strain (GLS) analyzed from retrospective electrocardiogram gated cine imaging performed on 1.5 T CMR scanners using three CMR post-processing software packages in their abilities to discriminate a group of 45 patients with heart failure with preserved ejection fraction (HFpEF) from 26 controls without cardiovascular disease and to discriminate disease severity based on outcomes. The three different post-processing software used were SuiteHeart, cvi42, and DRA-Trufistrain.",artificial intelligence,23
2023-07-24,Cardiovascular magnetic resonance in the guidelines of the European Society of Cardiology: a comprehensive summary and update,"Volume 25, article number 42, (2023)","Florian von Knobelsdorff-Brenkenhoff ORCID: orcid.org/0000-0003-0745-60621 & Jeanette Schulz-Menger2,3 11k Accesses 2 Altmetric ",Review,Cardiovascular magnetic resonance (CMR) has been established as a valuable tool in clinical and scientific cardiology. This study summarizes the current evidence and role of CMR in the guidelines of the European Society of Cardiology (ESC) and is an update of a former guideline analysis.,"Since the last guideline analysis performed in 2015, 28 new ESC guideline documents have been published. Twenty-seven ESC practice guidelines are currently in use. They were screened regarding CMR in the text, tables and figures. The main CMR-related sentences and recommendations were extracted.",artificial intelligence,25
2021-07-22,Dark-blood late gadolinium enhancement cardiovascular magnetic resonance for improved detection of subendocardial scar: a review of current techniques,"Volume 23, article number 96, (2021)","Robert J. Holtackers ORCID: orcid.org/0000-0003-1809-313X1,2,3, Caroline M. Van De Heyning4, Amedeo Chiribiri3, Joachim E. Wildberger1,2, René M. Botnar3,5 & …M. Eline Kooi1,2 Show authors 11k Accesses 27 Altmetric 1 Mention ",Review,NA,NA,artificial intelligence,23
2020-03-12,Standardized image interpretation and post-processing in cardiovascular magnetic resonance - 2020 update,"Volume 22, article number 19, (2020)","Jeanette Schulz-Menger1, David A. Bluemke2, Jens Bremerich3, Scott D. Flamm4, Mark A. Fogel5, Matthias G. Friedrich6, Raymond J. Kim7, Florian von Knobelsdorff-Brenkenhoff ORCID: orcid.org/0000-0003-0745-60628, Christopher M. Kramer9, Dudley J. Pennell10, Sven Plein11 & …Eike Nagel12 Show authors 43k Accesses 27 Altmetric 1 Mention ",NA,NA,NA,artificial intelligence,22
2018-10-25,Semi-automatic detection of myocardial trabeculation using cardiovascular magnetic resonance: correlation with histology and reproducibility in a mouse model of non-compaction,"Volume 20, article number 70, (2018)","Julien Frandon ORCID: orcid.org/0000-0001-7816-81781,2,3, Stéphanie Bricq4, Zakarya Bentatou1, Laetitia Marcadet5, Pierre Antoine Barral2, Mathieu Finas1, Daniel Fagret6, Frank Kober1, Gilbert Habib7, Monique Bernard1, Alain Lalande4,8, Lucile Miquerol4 & …Alexis Jacquier1,2 Show authors 2974 Accesses 4 Altmetric ",Research,"The definition of left ventricular (LV) non-compaction is controversial, and discriminating between normal and excessive LV trabeculation remains challenging. Our goal was to quantify LV trabeculation on cardiovascular magnetic resonance (CMR) images in a genetic mouse model of non-compaction using a dedicated semi-automatic software package and to compare our results to the histology used as a gold standard.","Adult mice with ventricular non-compaction were generated by conditional trabecular deletion of Nkx2–5. Thirteen mice (5 controls, 8 Nkx2–5 mutants) were included in the study. Cine CMR series were acquired in the mid LV short axis plane (resolution 0.086 × 0.086x1mm3) (11.75 T). In a sub set of 6 mice, 5 to 7 cine CMR were acquired in LV short axis to cover the whole LV with a lower resolution (0.172 × 0.172x1mm3). We used semi-automatic software to quantify the compacted mass (Mc), the trabeculated mass (Mt) and the percentage of trabeculation (Mt/Mc) on all cine acquisitions. After CMR all hearts were sliced along the short axis and stained with eosin, and histological LV contouring was performed manually, blinded from the CMR results, and Mt, Mc and Mt/Mc were quantified. Intra and interobserver reproducibility was evaluated by computing the intra class correlation coefficient (ICC).",artificial intelligence,20
2013-01-30,Does expanded artificial intelligence improve the prognostic value of myocardial perfusion imaging? A report from the NHLBI-sponsored women's ischemia syndrome evaluation (WISE),"Volume 15, article number P273, (2013)","Mark Doyle1, Gerald M Pohost2, Leslee J Shaw3, Diane A Vido1, Sheryl F Kelsey6, BD Johnson6, William J Rogers4, Geetha Rayarao1, Barry L Sharaf5, Carl J Pepine7, Noel B Merz8 & …Robert W Biederman1 Show authors 1590 Accesses ",Poster presentation,NA,NA,artificial intelligence,15
2012-02-01,Automatic heart volume measurement from CMR images using ant colony optimization with iterative salient isolated thresholding,"Volume 14, article number P286, (2012)","El-Sayed Ibrahim1, Shannon Birchell2 & Sherif Elfayoumy2 1690 Accesses ",Poster presentation,NA,NA,artificial intelligence,14
